TIME, stress, Xdisp
2.E-02, 17.7687241, 6.E-02
5.75E-02, 51.3584544, 0.1725
0.1165625, 104.334405, 0.3496875
0.13934375, 124.727729, 0.41803125
0.167962695, 150.297553, 0.503888086
0.196795215, 175.611264, 0.590385645
0.222744482, 197.432343, 0.668233447
0.25534325, 222.930506, 0.766029749
0.288185292, 240.78876, 0.864555875
0.308875778, 245.896251, 0.926627334
0.316207969, 244.429504, 0.948623907
0.317106162, 237.271074, 0.951318487
0.317216191, 229.415056, 0.951648573
0.31722967, 221.501379, 0.951689009
0.317231321, 213.293634, 0.951693962
0.317231523, 204.868965, 0.951694569
0.317231551, 196.637992, 0.951694654
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
