TIME, stress, Xdisp
2.E-02, 17.4808627, 6.E-02
5.75E-02, 50.3744735, 0.1725
0.141875, 124.340472, 0.425625
0.17984375, 157.524892, 0.53953125
0.211484375, 184.741111, 0.634453125
0.239960938, 208.176555, 0.719882813
0.261318359, 223.183174, 0.783955078
0.288148621, 240.330981, 0.864445862
0.302745084, 243.063463, 0.908235251
0.30453315, 238.700575, 0.913599451
0.305460296, 226.191966, 0.916380888
0.306619228, 217.191841, 0.919857685
0.308027331, 211.969076, 0.924081992
0.308282875, 206.544312, 0.924848626
0.308666192, 199.062941, 0.925998576
0.308867433, 194.49856, 0.9266023
0.309169295, 189.516467, 0.927507886
0.309548509, 186.756456, 0.928645528
0.309854145, 182.811644, 0.929562434
0.310427211, 179.86008, 0.931281633
0.310788242, 178.166877, 0.932364727
0.311465177, 176.505277, 0.93439553
0.312988279, 175.774099, 0.938964837
0.316415259, 176.00916, 0.949245778
0.324125964, 178.063612, 0.972377893
0.341475051, 183.992055, 1.02442515
0.365286673, 191.834309, 1.09586002
0.369159965, 190.488442, 1.10747989
0.370515617, 186.184074, 1.11154685
0.370681684, 183.378874, 1.11204505
0.370702028, 180.136259, 1.11210608
0.37070452, 176.770604, 1.11211356
0.370704773, 174.463756, 1.11211432
0.370704793, 169.482628, 1.11211438
1, 7.888609052E-31, 1.11211441
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
