TIME, stress, Xdisp
2.E-02, 16.5013998, 6.E-02
5.75E-02, 47.57048, 0.1725
0.108125, 89.6083634, 0.324375
0.13765625, 114.074668, 0.41296875
0.169296875, 139.472689, 0.507890625
0.197773438, 161.358777, 0.593320313
0.219130859, 175.832294, 0.657392578
0.245961121, 193.203777, 0.737883362
0.272991608, 205.407278, 0.818974823
0.284486322, 209.446826, 0.853458967
0.2919366, 202.383412, 0.875809801
0.295104831, 200.506364, 0.885314493
0.296213712, 192.435581, 0.888641135
0.296274839, 188.078582, 0.888824516
0.296282327, 181.82077, 0.888846981
0.296283244, 174.986344, 0.888849732
0.296283357, 167.069912, 0.88885007
1, 7.888609052E-31, 0.88885013
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
