TIME, stress, Xdisp
2.E-02, 17.9742516, 6.E-02
5.75E-02, 51.840312, 0.1725
0.1165625, 105.314606, 0.3496875
0.141875, 128.202727, 0.425625
0.173673828, 156.828153, 0.521021484
0.205709961, 183.928854, 0.617129883
0.231659229, 201.724456, 0.694977686
0.257932862, 213.936561, 0.773798586
0.26270104, 202.814792, 0.78810312
0.263827522, 196.887477, 0.791482566
0.263965516, 189.863243, 0.791896548
0.26398242, 182.75173, 0.791947261
0.263984142, 177.427966, 0.791952426
0.263984231, 169.963123, 0.791952692
1, 7.888609052E-31, 0.791952722
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
7.888609052E-31, 0, 0
